focal.species,plot,subplot,treatment,neighbour.species,neighbour.abundance,notes
Gilberta tenuifolia,16,2,C,Crassula sp,2,
Gilberta tenuifolia,16,2,C,Goodenia pusilliflora,1,
Gilberta tenuifolia,16,2,C,Podolepis canescens,1,
Gilberta tenuifolia,16,2,C,Trachymene cyanopetala,2,
Gilberta tenuifolia,16,2,C,Waitzia acuminata,5,
Gilberta tenuifolia,16,3,C,Gilberta tenuifolia,1,
Gilberta tenuifolia,16,3,C,Waitzia acuminata,5,
Haloragis odontocarpa,1,1,C,Calandrinia sp,3,
Haloragis odontocarpa,1,1,C,Cheilanthes austrotenuifolia,1,20%
Haloragis odontocarpa,1,1,C,Crassula sp,1,
Haloragis odontocarpa,1,1,C,Goodenia berardiana,17,
Haloragis odontocarpa,1,1,C,Haloragis odontocarpa,2,
Haloragis odontocarpa,1,2,C,Goodenia berardiana,15,
Haloragis odontocarpa,1,2,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,1,2,C,Plantago debilis,1,
Haloragis odontocarpa,1,2,C,Ptilotus gaudichaudii,1,
Haloragis odontocarpa,1,3,C,Calandrinia sp,8,
Haloragis odontocarpa,1,3,C,Cuscuta campestris,0,not on focal
Haloragis odontocarpa,1,3,C,Erodium cygnorum,2,
Haloragis odontocarpa,1,3,C,Gonocarpus nodulosus,3,
Haloragis odontocarpa,1,3,C,Goodenia berardiana,6,
Haloragis odontocarpa,1,3,C,Haloragis odontocarpa,7,
Haloragis odontocarpa,1,3,C,Hypochaeris glabra,1,
Haloragis odontocarpa,1,3,C,Pentameris airoides,2,
Haloragis odontocarpa,1,3,C,Trachymene ornata,1,
Haloragis odontocarpa,1,3,C,Waitzia acuminata,3,
Haloragis odontocarpa,2,1,C,Calandrinia sp,8,
Haloragis odontocarpa,2,1,C,Haloragis odontocarpa,7,
Haloragis odontocarpa,2,1,C,Medicago polymorpha,1,
Haloragis odontocarpa,2,2,C,Cheilanthes austrotenuifolia,1,1%
Haloragis odontocarpa,2,2,C,Goodenia berardiana,1,
Haloragis odontocarpa,2,2,C,Haloragis odontocarpa,11,
Haloragis odontocarpa,2,2,C,Monoculus monstrosus,1,
Haloragis odontocarpa,2,2,C,Podolepis canescens,11,
Haloragis odontocarpa,2,2,C,Velleia rosea,9,
Haloragis odontocarpa,2,3,C,Calandrinia sp,5,
Haloragis odontocarpa,2,3,C,Goodenia berardiana,2,
Haloragis odontocarpa,2,3,C,Haloragis odontocarpa,30,
Haloragis odontocarpa,2,3,C,Podolepis canescens,1,
Haloragis odontocarpa,2,3,C,unknown sp16,1,SPIKEY Goodenia 2:19 2_9_2018
Haloragis odontocarpa,2,3,C,Velleia rosea,2,
Haloragis odontocarpa,2,3,C,Waitzia acuminata,1,
Haloragis odontocarpa,3,1,C,Calandrinia sp,6,
Haloragis odontocarpa,3,1,C,Cheilanthes austrotenuifolia,1,30%
Haloragis odontocarpa,3,1,C,Haloragis odontocarpa,2,
Haloragis odontocarpa,3,1,C,Podolepis canescens,1,
Haloragis odontocarpa,3,1,C,unknown sp4 grass,4,GRASS sp. 2:04  31_8_2018
Haloragis odontocarpa,3,1,C,Velleia rosea,5,
Haloragis odontocarpa,3,1,C,Waitzia acuminata,2,
Haloragis odontocarpa,3,2,C,Cheilanthes austrotenuifolia,1,5%
Haloragis odontocarpa,3,2,C,Erodium cygnorum,1,
Haloragis odontocarpa,3,2,C,Haloragis odontocarpa,4,
Haloragis odontocarpa,3,2,C,Schoenus nanus,1,
Haloragis odontocarpa,3,2,C,unknown sp4 grass,4,GRASS sp. 2:04  31_8_2018
Haloragis odontocarpa,3,2,C,Velleia rosea,6,
Haloragis odontocarpa,3,2,C,Waitzia acuminata,1,
Haloragis odontocarpa,3,3,C,Haloragis odontocarpa,1,
Haloragis odontocarpa,3,3,C,Trachymene ornata,1,
Haloragis odontocarpa,3,3,C,Velleia rosea,6,
Haloragis odontocarpa,3,3,C,Waitzia acuminata,3,
Haloragis odontocarpa,4,1,C,Goodenia berardiana,8,
Haloragis odontocarpa,4,1,C,Trachymene ornata,1,
Haloragis odontocarpa,4,1,C,Waitzia acuminata,3,
Haloragis odontocarpa,4,2,C,Cheilanthes austrotenuifolia,1,50%
Haloragis odontocarpa,4,2,C,Cuscuta campestris,0,not on focal
Haloragis odontocarpa,4,2,C,Goodenia berardiana,10,
Haloragis odontocarpa,4,2,C,Haloragis odontocarpa,4,
Haloragis odontocarpa,4,2,C,Nicotiana rotundifolia,2,
Haloragis odontocarpa,4,2,C,Trachymene cyanopetala,2,
Haloragis odontocarpa,4,2,C,Waitzia acuminata,1,
Haloragis odontocarpa,4,3,C,Cuscuta campestris,0,not on focal
Haloragis odontocarpa,4,3,C,Goodenia berardiana,10,
Haloragis odontocarpa,4,3,C,Trachymene cyanopetala,2,
Haloragis odontocarpa,4,3,C,Velleia rosea,1,
Haloragis odontocarpa,4,3,C,Waitzia acuminata,1,
Haloragis odontocarpa,5,1,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,5,1,C,Pogonolepis muelleriana,4,
Haloragis odontocarpa,5,1,C,Ptilotus gaudichaudii,2,
Haloragis odontocarpa,5,1,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Haloragis odontocarpa,5,1,C,Velleia rosea,8,
Haloragis odontocarpa,5,2,C,Calandrinia sp,7,
Haloragis odontocarpa,5,2,C,Cuscuta campestris,1,on focal
Haloragis odontocarpa,5,2,C,Haloragis odontocarpa,2,
Haloragis odontocarpa,5,2,C,Podolepis canescens,1,
Haloragis odontocarpa,5,2,C,Pogonolepis muelleriana,4,
Haloragis odontocarpa,5,2,C,Ptilotus gaudichaudii,2,
Haloragis odontocarpa,5,2,C,Schoenus nanus,1,
Haloragis odontocarpa,5,2,C,Trachymene cyanopetala,1,
Haloragis odontocarpa,5,2,C,Trachymene ornata,1,
Haloragis odontocarpa,5,2,C,unknown sp22,1,UNK. SPP 2:22 4_9_2018
Haloragis odontocarpa,5,2,C,Velleia rosea,5,
Haloragis odontocarpa,5,2,C,Waitzia acuminata,1,
Haloragis odontocarpa,5,3,C,Pogonolepis muelleriana,2,
Haloragis odontocarpa,5,3,C,Trachymene cyanopetala,3,
Haloragis odontocarpa,5,3,C,Velleia rosea,12,
Haloragis odontocarpa,6,1,C,Crassula sp,2,
Haloragis odontocarpa,6,1,C,Haloragis odontocarpa,1,
Haloragis odontocarpa,6,1,C,Medicago polymorpha,1,
Haloragis odontocarpa,6,1,C,Ptilotus gaudichaudii,3,
Haloragis odontocarpa,6,1,C,Velleia rosea,21,
Haloragis odontocarpa,6,2,C,Calandrinia sp,15,
Haloragis odontocarpa,6,2,C,Crassula sp,9,
Haloragis odontocarpa,6,2,C,Haloragis odontocarpa,9,
Haloragis odontocarpa,6,2,C,Medicago minima,1,
Haloragis odontocarpa,6,2,C,Pentameris airoides,3,
Haloragis odontocarpa,6,2,C,Podolepis canescens,6,
Haloragis odontocarpa,6,2,C,Ptilotus gaudichaudii,2,
Haloragis odontocarpa,6,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Haloragis odontocarpa,6,2,C,Velleia rosea,7,
Haloragis odontocarpa,6,3,C,Calandrinia sp,1,
Haloragis odontocarpa,6,3,C,Calotis hispidula,2,
Haloragis odontocarpa,6,3,C,Crassula sp,16,
Haloragis odontocarpa,6,3,C,Cuscuta campestris,0,not on focal
Haloragis odontocarpa,6,3,C,Haloragis odontocarpa,4,
Haloragis odontocarpa,6,3,C,Medicago polymorpha,3,
Haloragis odontocarpa,6,3,C,Pentameris airoides,1,
Haloragis odontocarpa,6,3,C,Podolepis canescens,1,
Haloragis odontocarpa,6,3,C,Ptilotus gaudichaudii,2,
Haloragis odontocarpa,6,3,C,Velleia rosea,20,
Haloragis odontocarpa,7,1,C,Cheilanthes austrotenuifolia,1,20%
Haloragis odontocarpa,7,1,C,Crassula sp,1,
Haloragis odontocarpa,7,1,C,Haloragis odontocarpa,4,
Haloragis odontocarpa,7,1,C,Podolepis canescens,1,
Haloragis odontocarpa,7,1,C,Pogonolepis muelleriana,4,
Haloragis odontocarpa,7,1,C,Ptilotus gaudichaudii,1,
Haloragis odontocarpa,7,1,C,unknown sp3,1,FLAT FERN
Haloragis odontocarpa,7,1,C,Velleia rosea,12,
Haloragis odontocarpa,7,2,C,Arctotheca calendula,1,
Haloragis odontocarpa,7,2,C,Goodenia pusilliflora,2,
Haloragis odontocarpa,7,2,C,Haloragis odontocarpa,1,
Haloragis odontocarpa,7,2,C,Podolepis canescens,3,
Haloragis odontocarpa,7,2,C,Pogonolepis muelleriana,2,
Haloragis odontocarpa,7,2,C,Ptilotus gaudichaudii,3,
Haloragis odontocarpa,7,2,C,Velleia rosea,11,
Haloragis odontocarpa,7,3,C,Arctotheca calendula,1,
Haloragis odontocarpa,7,3,C,Goodenia pusilliflora,1,
Haloragis odontocarpa,7,3,C,Haloragis odontocarpa,1,
Haloragis odontocarpa,7,3,C,Pentameris airoides,1,
Haloragis odontocarpa,7,3,C,Podolepis canescens,1,
Haloragis odontocarpa,7,3,C,Pogonolepis muelleriana,2,
Haloragis odontocarpa,7,3,C,Velleia rosea,12,
Haloragis odontocarpa,8,1,C,Crassula sp,1,
Haloragis odontocarpa,8,1,C,Erodium cygnorum,1,
Haloragis odontocarpa,8,1,C,Omphalolappula concava,4,
Haloragis odontocarpa,8,1,C,Pogonolepis muelleriana,42,
Haloragis odontocarpa,8,1,C,Velleia rosea,20,
Haloragis odontocarpa,8,2,C,Chthonocephalus pseudevax,1,
Haloragis odontocarpa,8,2,C,Crassula sp,2,
Haloragis odontocarpa,8,2,C,Crassula sp,3,
Haloragis odontocarpa,8,2,C,Cuscuta campestris,0,not on focal
Haloragis odontocarpa,8,2,C,Erodium cygnorum,3,
Haloragis odontocarpa,8,2,C,Haloragis odontocarpa,2,
Haloragis odontocarpa,8,2,C,Omphalolappula concava,2,
Haloragis odontocarpa,8,2,C,Pentameris airoides,2,
Haloragis odontocarpa,8,2,C,Podolepis canescens,1,
Haloragis odontocarpa,8,2,C,Pogonolepis muelleriana,9,
Haloragis odontocarpa,8,2,C,Schoenus nanus,2,
Haloragis odontocarpa,8,2,C,Velleia rosea,2,
Haloragis odontocarpa,8,3,C,Brachyscome iberidifolia,1,
Haloragis odontocarpa,8,3,C,Chthonocephalus pseudevax,2,
Haloragis odontocarpa,8,3,C,Crassula sp,2,
Haloragis odontocarpa,8,3,C,Haloragis odontocarpa,6,
Haloragis odontocarpa,8,3,C,Omphalolappula concava,4,
Haloragis odontocarpa,8,3,C,Pentameris airoides,1,
Haloragis odontocarpa,8,3,C,Pogonolepis muelleriana,4,
Haloragis odontocarpa,8,3,C,Schoenus nanus,2,
Haloragis odontocarpa,8,3,C,unknown sp3,1,FLAT FERN
Haloragis odontocarpa,8,3,C,Waitzia acuminata,1,
Haloragis odontocarpa,9,1,C,Arctotheca calendula,5,
Haloragis odontocarpa,9,1,C,Haloragis odontocarpa,6,
Haloragis odontocarpa,9,1,C,Hypochaeris glabra,1,
Haloragis odontocarpa,9,2,C,Calandrinia sp,1,
Haloragis odontocarpa,9,2,C,Gonocarpus nodulosus,5,
Haloragis odontocarpa,9,2,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,9,2,C,Nicotiana rotundifolia,8,
Haloragis odontocarpa,9,2,C,Pentameris airoides,1,
Haloragis odontocarpa,9,2,C,Podolepis canescens,3,
Haloragis odontocarpa,9,2,C,Trachymene ornata,1,
Haloragis odontocarpa,9,2,C,Waitzia acuminata,2,
Haloragis odontocarpa,9,3,C,Erodium cygnorum,1,
Haloragis odontocarpa,9,3,C,Gonocarpus nodulosus,1,
Haloragis odontocarpa,9,3,C,Haloragis odontocarpa,5,
Haloragis odontocarpa,9,3,C,Hypochaeris glabra,3,
Haloragis odontocarpa,9,3,C,Pentameris airoides,5,
Haloragis odontocarpa,9,3,C,Podolepis canescens,2,
Haloragis odontocarpa,9,3,C,Trachymene ornata,1,
Haloragis odontocarpa,9,3,C,Waitzia acuminata,4,
Haloragis odontocarpa,10,1,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,10,1,C,Velleia rosea,33,
Haloragis odontocarpa,10,1,C,Waitzia acuminata,4,
Haloragis odontocarpa,10,2,C,Cuscuta campestris,1,on focal
Haloragis odontocarpa,10,2,C,Haloragis odontocarpa,5,
Haloragis odontocarpa,10,2,C,Podolepis canescens,1,
Haloragis odontocarpa,10,2,C,Velleia rosea,7,
Haloragis odontocarpa,10,2,C,Waitzia acuminata,5,
Haloragis odontocarpa,10,3,C,Cuscuta campestris,0,not on focal
Haloragis odontocarpa,10,3,C,Podolepis canescens,2,
Haloragis odontocarpa,10,3,C,Velleia rosea,11,
Haloragis odontocarpa,11,1,C,Haloragis odontocarpa,10,
Haloragis odontocarpa,11,1,C,Podolepis canescens,5,
Haloragis odontocarpa,11,1,C,Trachymene cyanopetala,13,
Haloragis odontocarpa,11,1,C,Velleia rosea,13,
Haloragis odontocarpa,11,1,C,Waitzia acuminata,3,
Haloragis odontocarpa,11,2,C,Cuscuta campestris,1,on focal
Haloragis odontocarpa,11,2,C,Haloragis odontocarpa,14,
Haloragis odontocarpa,11,2,C,Podolepis canescens,1,
Haloragis odontocarpa,11,2,C,Velleia rosea,1,
Haloragis odontocarpa,11,2,C,Waitzia acuminata,5,
Haloragis odontocarpa,11,3,C,NA,NA,
Haloragis odontocarpa,12,1,C,Calandrinia sp,6,
Haloragis odontocarpa,12,1,C,Crassula sp,8,
Haloragis odontocarpa,12,1,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,12,1,C,Pentameris airoides,17,
Haloragis odontocarpa,12,1,C,Podolepis canescens,3,
Haloragis odontocarpa,12,1,C,Ptilotus gaudichaudii,2,
Haloragis odontocarpa,12,1,C,Velleia rosea,6,
Haloragis odontocarpa,12,2,C,Calandrinia sp,1,
Haloragis odontocarpa,12,2,C,Crassula sp,2,
Haloragis odontocarpa,12,2,C,Cuscuta campestris,1,on focal
Haloragis odontocarpa,12,2,C,Haloragis odontocarpa,1,
Haloragis odontocarpa,12,2,C,Nicotiana rotundifolia,1,
Haloragis odontocarpa,12,2,C,Pentameris airoides,4,
Haloragis odontocarpa,12,2,C,Podolepis canescens,4,
Haloragis odontocarpa,12,2,C,Trachymene ornata,1,
Haloragis odontocarpa,12,2,C,Velleia rosea,5,
Haloragis odontocarpa,12,3,C,Crassula sp,3,
Haloragis odontocarpa,12,3,C,Haloragis odontocarpa,4,
Haloragis odontocarpa,12,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Haloragis odontocarpa,12,3,C,Velleia rosea,7,
Haloragis odontocarpa,13,1,C,Calandrinia sp,1,
Haloragis odontocarpa,13,1,C,Crassula sp,35,
Haloragis odontocarpa,13,1,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,13,1,C,Pentameris airoides,6,
Haloragis odontocarpa,13,1,C,Podolepis canescens,1,
Haloragis odontocarpa,13,1,C,unknown sp3,1,FLAT FERN
Haloragis odontocarpa,13,1,C,Velleia rosea,5,
Haloragis odontocarpa,13,2,C,Crassula sp,18,
Haloragis odontocarpa,13,2,C,Haloragis odontocarpa,6,
Haloragis odontocarpa,13,2,C,Nicotiana rotundifolia,1,
Haloragis odontocarpa,13,2,C,Pentameris airoides,3,
Haloragis odontocarpa,13,2,C,Podolepis canescens,1,
Haloragis odontocarpa,13,2,C,unknown sp3,1,FLAT FERN
Haloragis odontocarpa,13,2,C,Velleia rosea,1,
Haloragis odontocarpa,13,3,C,Calandrinia sp,4,
Haloragis odontocarpa,13,3,C,Crassula sp,2,
Haloragis odontocarpa,13,3,C,Erodium cygnorum,1,
Haloragis odontocarpa,13,3,C,Goodenia berardiana,1,
Haloragis odontocarpa,13,3,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,13,3,C,Medicago minima,1,
Haloragis odontocarpa,13,3,C,Pentameris airoides,2,
Haloragis odontocarpa,13,3,C,Podolepis canescens,6,
Haloragis odontocarpa,13,3,C,Schoenus nanus,1,
Haloragis odontocarpa,13,3,C,Velleia rosea,6,
Haloragis odontocarpa,14,1,C,Bulbine semibarbata,1,
Haloragis odontocarpa,14,1,C,Calandrinia sp,2,
Haloragis odontocarpa,14,1,C,Erodium cygnorum,1,
Haloragis odontocarpa,14,1,C,Goodenia berardiana,4,
Haloragis odontocarpa,14,1,C,Podolepis canescens,2,
Haloragis odontocarpa,14,1,C,Velleia rosea,1,
Haloragis odontocarpa,14,1,C,Waitzia acuminata,12,
Haloragis odontocarpa,14,2,C,Erodium cygnorum,2,
Haloragis odontocarpa,14,2,C,Haloragis odontocarpa,4,
Haloragis odontocarpa,14,2,C,Podolepis canescens,7,
Haloragis odontocarpa,14,2,C,Ptilotus gaudichaudii,1,
Haloragis odontocarpa,14,2,C,Velleia rosea,3,
Haloragis odontocarpa,14,2,C,Waitzia acuminata,5,
Haloragis odontocarpa,14,3,C,Bulbine semibarbata,2,
Haloragis odontocarpa,14,3,C,Haloragis odontocarpa,5,
Haloragis odontocarpa,14,3,C,Podolepis canescens,6,
Haloragis odontocarpa,14,3,C,Ptilotus gaudichaudii,2,
Haloragis odontocarpa,14,3,C,unknown sp19,2,UNK. SPECIES 9:53 AM 2/9/18
Haloragis odontocarpa,14,3,C,Waitzia acuminata,11,
Haloragis odontocarpa,15,1,C,Calandrinia sp,1,
Haloragis odontocarpa,15,1,C,Cuscuta campestris,1,on focal
Haloragis odontocarpa,15,1,C,Daucus glochidiatus,2,
Haloragis odontocarpa,15,1,C,Goodenia berardiana,4,
Haloragis odontocarpa,15,1,C,Haloragis odontocarpa,5,
Haloragis odontocarpa,15,1,C,Hypochaeris glabra,2,
Haloragis odontocarpa,15,1,C,Pentameris airoides,1,
Haloragis odontocarpa,15,1,C,Waitzia acuminata,2,
Haloragis odontocarpa,15,2,C,Velleia rosea,9,
Haloragis odontocarpa,15,3,C,Arctotheca calendula,1,
Haloragis odontocarpa,15,3,C,Calandrinia sp,6,
Haloragis odontocarpa,15,3,C,Goodenia berardiana,2,
Haloragis odontocarpa,15,3,C,Haloragis odontocarpa,7,
Haloragis odontocarpa,15,3,C,Hypochaeris glabra,1,
Haloragis odontocarpa,15,3,C,Nicotiana rotundifolia,2,
Haloragis odontocarpa,15,3,C,Podolepis canescens,4,
Haloragis odontocarpa,15,3,C,unknown sp7 grass,4,HAIRY GRASS
Haloragis odontocarpa,15,3,C,Velleia rosea,6,
Haloragis odontocarpa,16,1,C,Cuscuta campestris,1,on focal
Haloragis odontocarpa,16,1,C,Haloragis odontocarpa,2,
Haloragis odontocarpa,16,1,C,Velleia rosea,20,
Haloragis odontocarpa,16,2,C,Calandrinia sp,3,
Haloragis odontocarpa,16,2,C,Chthonocephalus pseudevax,1,
Haloragis odontocarpa,16,2,C,Cuscuta campestris,0,not on focal
Haloragis odontocarpa,16,2,C,Haloragis odontocarpa,3,
Haloragis odontocarpa,16,2,C,Velleia rosea,2,
Haloragis odontocarpa,16,2,C,Waitzia acuminata,2,
Haloragis odontocarpa,16,3,C,Velleia rosea,1,
Hyalosperma glutinosum,1,1,C,Hyalosperma glutinosum,3,
Hyalosperma glutinosum,1,1,C,Velleia rosea,45,
Hyalosperma glutinosum,1,2,C,Hyalosperma glutinosum,3,
Hyalosperma glutinosum,1,2,C,Podolepis canescens,6,
Hyalosperma glutinosum,1,2,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,1,3,C,Goodenia berardiana,2,
Hyalosperma glutinosum,1,3,C,Hyalosperma glutinosum,4,
Hyalosperma glutinosum,1,3,C,Podolepis canescens,4,
Hyalosperma glutinosum,1,3,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,1,3,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,1,3,C,Velleia rosea,8,
Hyalosperma glutinosum,1,3,C,Waitzia acuminata,2,
Hyalosperma glutinosum,2,1,C,Hyalosperma glutinosum,8,
Hyalosperma glutinosum,2,1,C,Velleia rosea,2,
Hyalosperma glutinosum,2,1,C,Waitzia acuminata,3,
Hyalosperma glutinosum,2,2,C,Hyalosperma glutinosum,10,
Hyalosperma glutinosum,2,2,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,2,2,C,Velleia rosea,5,
Hyalosperma glutinosum,2,2,C,Waitzia acuminata,3,
Hyalosperma glutinosum,2,3,C,Calandrinia sp,1,
Hyalosperma glutinosum,2,3,C,Erodium cygnorum,1,
Hyalosperma glutinosum,2,3,C,Hyalosperma glutinosum,11,
Hyalosperma glutinosum,2,3,C,Podolepis canescens,3,
Hyalosperma glutinosum,2,3,C,Velleia rosea,2,
Hyalosperma glutinosum,3,1,C,Calotis hispidula,1,
Hyalosperma glutinosum,3,1,C,Crassula sp,1,
Hyalosperma glutinosum,3,1,C,Podolepis canescens,1,
Hyalosperma glutinosum,3,1,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,3,1,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,3,1,C,Velleia rosea,7,
Hyalosperma glutinosum,3,1,C,Waitzia acuminata,1,
Hyalosperma glutinosum,3,2,C,Hyalosperma glutinosum,4,
Hyalosperma glutinosum,3,2,C,Podolepis canescens,3,
Hyalosperma glutinosum,3,2,C,Ptilotus gaudichaudii,2,
Hyalosperma glutinosum,3,2,C,Waitzia acuminata,4,
Hyalosperma glutinosum,3,3,C,Goodenia berardiana,1,
Hyalosperma glutinosum,3,3,C,Hyalosperma glutinosum,1,
Hyalosperma glutinosum,3,3,C,Podolepis canescens,1,
Hyalosperma glutinosum,3,3,C,Velleia rosea,1,
Hyalosperma glutinosum,4,1,C,Hyalosperma glutinosum,12,
Hyalosperma glutinosum,4,1,C,Podolepis canescens,3,
Hyalosperma glutinosum,4,1,C,Ptilotus gaudichaudii,3,
Hyalosperma glutinosum,4,1,C,Velleia rosea,7,
Hyalosperma glutinosum,4,1,C,Waitzia acuminata,6,
Hyalosperma glutinosum,4,2,C,Cheilanthes austrotenuifolia,1,5%
Hyalosperma glutinosum,4,2,C,Goodenia berardiana,1,
Hyalosperma glutinosum,4,2,C,Hyalosperma glutinosum,7,
Hyalosperma glutinosum,4,2,C,Omphalolappula concava,1,
Hyalosperma glutinosum,4,2,C,Podolepis canescens,4,
Hyalosperma glutinosum,4,2,C,Waitzia acuminata,1,
Hyalosperma glutinosum,4,3,C,Goodenia berardiana,1,
Hyalosperma glutinosum,4,3,C,Goodenia pusilliflora,3,
Hyalosperma glutinosum,4,3,C,Hyalosperma glutinosum,14,
Hyalosperma glutinosum,4,3,C,Podolepis canescens,6,
Hyalosperma glutinosum,4,3,C,Ptilotus gaudichaudii,2,
Hyalosperma glutinosum,4,3,C,Waitzia acuminata,7,
Hyalosperma glutinosum,5,1,C,Hyalosperma glutinosum,54,
Hyalosperma glutinosum,5,1,C,Podolepis canescens,2,
Hyalosperma glutinosum,5,1,C,unknown sp4 grass,2,GRASS sp. 2:04  31_8_2018
Hyalosperma glutinosum,5,1,C,Velleia rosea,2,
Hyalosperma glutinosum,5,2,C,Crassula sp,4,
Hyalosperma glutinosum,5,2,C,Erodium cygnorum,1,
Hyalosperma glutinosum,5,2,C,Goodenia berardiana,3,
Hyalosperma glutinosum,5,2,C,Hyalosperma glutinosum,47,
Hyalosperma glutinosum,5,2,C,Medicago minima,3,
Hyalosperma glutinosum,5,2,C,Omphalolappula concava,1,
Hyalosperma glutinosum,5,2,C,Plantago debilis,2,
Hyalosperma glutinosum,5,2,C,Podolepis canescens,3,
Hyalosperma glutinosum,5,2,C,Schoenus nanus,1,
Hyalosperma glutinosum,5,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Hyalosperma glutinosum,5,3,C,Cheilanthes austrotenuifolia,1,20%
Hyalosperma glutinosum,5,3,C,Crassula sp,7,
Hyalosperma glutinosum,5,3,C,Hyalosperma glutinosum,90,
Hyalosperma glutinosum,5,3,C,Medicago minima,1,
Hyalosperma glutinosum,5,3,C,Podolepis canescens,3,
Hyalosperma glutinosum,5,3,C,Ptilotus gaudichaudii,2,
Hyalosperma glutinosum,5,3,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,5,3,C,unknown sp4 grass,5,GRASS sp. 2:04  31_8_2018
Hyalosperma glutinosum,5,3,C,Velleia rosea,1,
Hyalosperma glutinosum,5,3,C,Waitzia acuminata,3,
Hyalosperma glutinosum,6,1,C,Crassula sp,3,
Hyalosperma glutinosum,6,1,C,Goodenia berardiana,1,
Hyalosperma glutinosum,6,1,C,Hyalosperma glutinosum,2,
Hyalosperma glutinosum,6,1,C,Pentameris airoides,3,
Hyalosperma glutinosum,6,1,C,Podolepis canescens,10,
Hyalosperma glutinosum,6,1,C,Ptilotus gaudichaudii,6,
Hyalosperma glutinosum,6,2,C,Crassula sp,14,
Hyalosperma glutinosum,6,2,C,Goodenia berardiana,3,
Hyalosperma glutinosum,6,2,C,Podolepis canescens,6,
Hyalosperma glutinosum,6,2,C,Ptilotus gaudichaudii,2,
Hyalosperma glutinosum,6,2,C,Trachymene cyanopetala,1,
Hyalosperma glutinosum,6,2,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,6,2,C,Waitzia acuminata,1,
Hyalosperma glutinosum,6,3,C,Goodenia berardiana,1,
Hyalosperma glutinosum,6,3,C,Hyalosperma glutinosum,1,
Hyalosperma glutinosum,6,3,C,Lawrencella rosea,1,
Hyalosperma glutinosum,6,3,C,Pentameris airoides,1,
Hyalosperma glutinosum,6,3,C,Podolepis canescens,7,
Hyalosperma glutinosum,6,3,C,Ptilotus gaudichaudii,3,
Hyalosperma glutinosum,6,3,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,6,3,C,Velleia rosea,7,
Hyalosperma glutinosum,7,1,C,Cheilanthes austrotenuifolia,1,5%
Hyalosperma glutinosum,7,1,C,Crassula sp,3,
Hyalosperma glutinosum,7,1,C,Goodenia berardiana,1,
Hyalosperma glutinosum,7,1,C,Pentameris airoides,1,
Hyalosperma glutinosum,7,1,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,7,1,C,Stenopetalum filifolium,2,
Hyalosperma glutinosum,7,1,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,7,1,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Hyalosperma glutinosum,7,2,C,Calandrinia sp,1,
Hyalosperma glutinosum,7,2,C,Cheilanthes austrotenuifolia,1,1%
Hyalosperma glutinosum,7,2,C,Crassula sp,7,
Hyalosperma glutinosum,7,2,C,Hyalosperma glutinosum,3,
Hyalosperma glutinosum,7,2,C,Podolepis canescens,7,
Hyalosperma glutinosum,7,2,C,Ptilotus gaudichaudii,5,
Hyalosperma glutinosum,7,2,C,Stenopetalum filifolium,1,
Hyalosperma glutinosum,7,3,C,Calandrinia sp,1,
Hyalosperma glutinosum,7,3,C,Cheilanthes austrotenuifolia,1,2%
Hyalosperma glutinosum,7,3,C,Crassula sp,1,
Hyalosperma glutinosum,7,3,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,7,3,C,Stenopetalum filifolium,1,
Hyalosperma glutinosum,8,1,C,Arctotheca calendula,1,
Hyalosperma glutinosum,8,1,C,Crassula sp,1,
Hyalosperma glutinosum,8,1,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,8,1,C,Hyalosperma glutinosum,10,
Hyalosperma glutinosum,8,1,C,Medicago minima,1,
Hyalosperma glutinosum,8,1,C,Pentameris airoides,3,
Hyalosperma glutinosum,8,1,C,Plantago debilis,1,
Hyalosperma glutinosum,8,1,C,Pogonolepis muelleriana,13,
Hyalosperma glutinosum,8,1,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,8,1,C,Velleia rosea,2,
